time,volume,open,close
2024-04-15 08:00:00+00:00,12070,"Quotation(units=120, nano=200000000)","Quotation(units=120, nano=400000000)"
2024-04-15 12:00:00+00:00,9345,"Quotation(units=120, nano=400000000)","Quotation(units=120, nano=0)"
2024-04-16 04:00:00+00:00,5046,"Quotation(units=119, nano=800000000)","Quotation(units=119, nano=400000000)"
2024-04-16 08:00:00+00:00,14793,"Quotation(units=119, nano=600000000)","Quotation(units=120, nano=800000000)"
2024-04-16 12:00:00+00:00,15021,"Quotation(units=120, nano=800000000)","Quotation(units=125, nano=200000000)"
2024-04-17 04:00:00+00:00,7582,"Quotation(units=125, nano=400000000)","Quotation(units=123, nano=800000000)"
2024-04-17 08:00:00+00:00,6682,"Quotation(units=123, nano=400000000)","Quotation(units=121, nano=800000000)"
2024-04-17 12:00:00+00:00,9808,"Quotation(units=121, nano=600000000)","Quotation(units=123, nano=200000000)"
2024-04-18 04:00:00+00:00,10305,"Quotation(units=123, nano=600000000)","Quotation(units=121, nano=200000000)"
2024-04-18 08:00:00+00:00,4665,"Quotation(units=121, nano=0)","Quotation(units=121, nano=200000000)"
2024-04-18 12:00:00+00:00,6166,"Quotation(units=121, nano=200000000)","Quotation(units=121, nano=800000000)"
2024-04-19 04:00:00+00:00,4028,"Quotation(units=121, nano=800000000)","Quotation(units=121, nano=800000000)"
2024-04-19 08:00:00+00:00,7105,"Quotation(units=121, nano=800000000)","Quotation(units=121, nano=800000000)"
2024-04-19 12:00:00+00:00,7249,"Quotation(units=121, nano=400000000)","Quotation(units=121, nano=200000000)"
2024-04-22 04:00:00+00:00,3009,"Quotation(units=121, nano=0)","Quotation(units=122, nano=0)"
2024-04-22 08:00:00+00:00,8723,"Quotation(units=122, nano=0)","Quotation(units=122, nano=800000000)"
2024-04-22 12:00:00+00:00,3798,"Quotation(units=122, nano=600000000)","Quotation(units=122, nano=600000000)"
2024-04-23 04:00:00+00:00,39284,"Quotation(units=122, nano=800000000)","Quotation(units=124, nano=800000000)"
2024-04-23 08:00:00+00:00,26096,"Quotation(units=124, nano=600000000)","Quotation(units=125, nano=800000000)"
2024-04-23 12:00:00+00:00,32381,"Quotation(units=125, nano=600000000)","Quotation(units=127, nano=600000000)"
2024-04-24 04:00:00+00:00,114310,"Quotation(units=128, nano=0)","Quotation(units=133, nano=800000000)"
2024-04-24 08:00:00+00:00,76781,"Quotation(units=134, nano=0)","Quotation(units=130, nano=800000000)"
2024-04-24 12:00:00+00:00,67533,"Quotation(units=130, nano=600000000)","Quotation(units=125, nano=0)"
2024-04-25 04:00:00+00:00,57425,"Quotation(units=126, nano=400000000)","Quotation(units=129, nano=200000000)"
2024-04-25 08:00:00+00:00,62972,"Quotation(units=129, nano=200000000)","Quotation(units=130, nano=800000000)"
2024-04-25 12:00:00+00:00,38632,"Quotation(units=130, nano=800000000)","Quotation(units=128, nano=800000000)"
2024-04-26 04:00:00+00:00,18785,"Quotation(units=129, nano=800000000)","Quotation(units=130, nano=800000000)"
2024-04-26 08:00:00+00:00,17630,"Quotation(units=130, nano=400000000)","Quotation(units=128, nano=200000000)"
2024-04-26 12:00:00+00:00,12599,"Quotation(units=127, nano=800000000)","Quotation(units=128, nano=400000000)"
2024-04-27 04:00:00+00:00,11131,"Quotation(units=129, nano=0)","Quotation(units=127, nano=400000000)"
2024-04-27 08:00:00+00:00,4633,"Quotation(units=127, nano=400000000)","Quotation(units=128, nano=0)"
2024-04-27 12:00:00+00:00,7863,"Quotation(units=128, nano=0)","Quotation(units=127, nano=200000000)"
2024-04-29 04:00:00+00:00,1970,"Quotation(units=128, nano=600000000)","Quotation(units=127, nano=800000000)"
2024-04-29 08:00:00+00:00,8866,"Quotation(units=127, nano=800000000)","Quotation(units=127, nano=0)"
2024-04-29 12:00:00+00:00,9606,"Quotation(units=126, nano=600000000)","Quotation(units=127, nano=0)"
2024-04-30 04:00:00+00:00,5092,"Quotation(units=127, nano=800000000)","Quotation(units=126, nano=400000000)"
2024-04-30 08:00:00+00:00,3939,"Quotation(units=126, nano=400000000)","Quotation(units=126, nano=200000000)"
2024-04-30 12:00:00+00:00,4309,"Quotation(units=126, nano=200000000)","Quotation(units=127, nano=200000000)"
2024-05-02 04:00:00+00:00,2895,"Quotation(units=127, nano=800000000)","Quotation(units=126, nano=800000000)"
2024-05-02 08:00:00+00:00,5515,"Quotation(units=127, nano=200000000)","Quotation(units=127, nano=800000000)"
2024-05-02 12:00:00+00:00,11992,"Quotation(units=128, nano=0)","Quotation(units=128, nano=0)"
2024-05-03 04:00:00+00:00,3297,"Quotation(units=128, nano=200000000)","Quotation(units=127, nano=400000000)"
2024-05-03 08:00:00+00:00,17154,"Quotation(units=127, nano=400000000)","Quotation(units=125, nano=800000000)"
2024-05-03 12:00:00+00:00,5078,"Quotation(units=125, nano=800000000)","Quotation(units=126, nano=600000000)"
2024-05-06 04:00:00+00:00,4168,"Quotation(units=126, nano=600000000)","Quotation(units=125, nano=800000000)"
2024-05-06 08:00:00+00:00,11503,"Quotation(units=126, nano=400000000)","Quotation(units=127, nano=800000000)"
2024-05-06 12:00:00+00:00,11696,"Quotation(units=127, nano=800000000)","Quotation(units=126, nano=0)"
2024-05-07 04:00:00+00:00,7714,"Quotation(units=126, nano=0)","Quotation(units=125, nano=0)"
2024-05-07 08:00:00+00:00,8891,"Quotation(units=125, nano=0)","Quotation(units=124, nano=600000000)"
2024-05-07 12:00:00+00:00,7368,"Quotation(units=124, nano=600000000)","Quotation(units=125, nano=600000000)"
2024-05-08 04:00:00+00:00,8472,"Quotation(units=126, nano=0)","Quotation(units=125, nano=600000000)"
2024-05-08 08:00:00+00:00,7251,"Quotation(units=125, nano=600000000)","Quotation(units=126, nano=600000000)"
2024-05-08 12:00:00+00:00,33750,"Quotation(units=126, nano=400000000)","Quotation(units=127, nano=600000000)"
2024-05-10 04:00:00+00:00,5439,"Quotation(units=129, nano=0)","Quotation(units=126, nano=400000000)"
2024-05-10 08:00:00+00:00,4954,"Quotation(units=126, nano=400000000)","Quotation(units=127, nano=0)"
2024-05-10 12:00:00+00:00,2654,"Quotation(units=127, nano=200000000)","Quotation(units=126, nano=800000000)"
2024-05-13 04:00:00+00:00,4991,"Quotation(units=127, nano=200000000)","Quotation(units=125, nano=800000000)"
2024-05-13 08:00:00+00:00,15898,"Quotation(units=126, nano=0)","Quotation(units=125, nano=600000000)"
2024-05-13 12:00:00+00:00,7693,"Quotation(units=125, nano=600000000)","Quotation(units=126, nano=600000000)"
2024-05-14 04:00:00+00:00,1535,"Quotation(units=126, nano=600000000)","Quotation(units=126, nano=200000000)"
2024-05-14 08:00:00+00:00,7422,"Quotation(units=126, nano=0)","Quotation(units=124, nano=600000000)"
2024-05-14 12:00:00+00:00,12547,"Quotation(units=124, nano=800000000)","Quotation(units=124, nano=0)"
2024-05-15 04:00:00+00:00,3352,"Quotation(units=124, nano=0)","Quotation(units=123, nano=400000000)"
2024-05-15 08:00:00+00:00,7796,"Quotation(units=123, nano=400000000)","Quotation(units=124, nano=0)"
2024-05-15 12:00:00+00:00,14152,"Quotation(units=124, nano=400000000)","Quotation(units=122, nano=400000000)"
2024-05-16 04:00:00+00:00,7419,"Quotation(units=122, nano=400000000)","Quotation(units=123, nano=200000000)"
2024-05-16 08:00:00+00:00,5105,"Quotation(units=123, nano=600000000)","Quotation(units=123, nano=200000000)"
2024-05-16 12:00:00+00:00,3505,"Quotation(units=123, nano=200000000)","Quotation(units=122, nano=600000000)"
2024-05-17 04:00:00+00:00,4984,"Quotation(units=122, nano=200000000)","Quotation(units=123, nano=400000000)"
2024-05-17 08:00:00+00:00,3411,"Quotation(units=123, nano=400000000)","Quotation(units=122, nano=600000000)"
2024-05-17 12:00:00+00:00,17857,"Quotation(units=122, nano=600000000)","Quotation(units=120, nano=200000000)"
2024-05-20 04:00:00+00:00,7902,"Quotation(units=120, nano=800000000)","Quotation(units=118, nano=200000000)"
2024-05-20 08:00:00+00:00,18513,"Quotation(units=118, nano=200000000)","Quotation(units=119, nano=0)"
2024-05-20 12:00:00+00:00,2273,"Quotation(units=119, nano=400000000)","Quotation(units=119, nano=800000000)"
2024-05-21 04:00:00+00:00,2230,"Quotation(units=118, nano=400000000)","Quotation(units=118, nano=400000000)"
2024-05-21 08:00:00+00:00,7994,"Quotation(units=118, nano=400000000)","Quotation(units=119, nano=200000000)"
2024-05-21 12:00:00+00:00,4723,"Quotation(units=118, nano=800000000)","Quotation(units=120, nano=200000000)"
2024-05-22 04:00:00+00:00,980,"Quotation(units=120, nano=200000000)","Quotation(units=120, nano=0)"
2024-05-22 08:00:00+00:00,3094,"Quotation(units=119, nano=600000000)","Quotation(units=119, nano=400000000)"
2024-05-22 12:00:00+00:00,573,"Quotation(units=119, nano=400000000)","Quotation(units=119, nano=400000000)"
2024-05-23 04:00:00+00:00,1871,"Quotation(units=119, nano=600000000)","Quotation(units=119, nano=400000000)"
2024-05-23 08:00:00+00:00,3183,"Quotation(units=119, nano=400000000)","Quotation(units=119, nano=400000000)"
2024-05-23 12:00:00+00:00,4297,"Quotation(units=119, nano=400000000)","Quotation(units=121, nano=200000000)"
2024-05-24 04:00:00+00:00,4256,"Quotation(units=121, nano=200000000)","Quotation(units=118, nano=600000000)"
2024-05-24 08:00:00+00:00,22132,"Quotation(units=119, nano=0)","Quotation(units=117, nano=600000000)"
2024-05-24 12:00:00+00:00,10033,"Quotation(units=117, nano=600000000)","Quotation(units=118, nano=0)"
2024-05-27 04:00:00+00:00,4921,"Quotation(units=117, nano=400000000)","Quotation(units=115, nano=0)"
